SR1 の実験結果
入力値 x の範囲: 1 ~ 1000
1, 1
2, 1
3, 1
4, 0
5, 1
6, 1
7, 2
8, 2
9, 2
10, 3
11, 2
12, 3
13, 4
14, 5
15, 5
16, 5
17, 6
18, 8
19, 7
20, 8
21, 10
22, 11
23, 11
24, 13
25, 13
26, 15
27, 15
28, 17
29, 18
30, 19
31, 21
32, 22
33, 23
34, 25
35, 25
36, 28
37, 28
38, 30
39, 32
40, 33
41, 35
42, 36
43, 38
44, 41
45, 42
46, 44
47, 47
48, 55
49, 53
50, 52
51, 54
52, 57
53, 58
54, 60
55, 64
56, 65
57, 67
58, 71
59, 72
60, 74
61, 78
62, 80
63, 81
64, 86
65, 87
66, 90
67, 93
68, 95
69, 98
70, 101
71, 104
72, 106
73, 109
74, 207
75, 288
76, 288
77, 305
78, 313
79, 313
80, 323
81, 368
82, 337
83, 343
84, 352
85, 362
86, 348
87, 322
88, 328
89, 336
90, 344
91, 358
92, 256
93, 186
94, 227
95, 220
96, 198
97, 198
98, 213
99, 232
100, 237
101, 224
102, 222
103, 227
104, 231
105, 242
106, 246
107, 244
108, 249
109, 363
110, 508
111, 518
112, 530
113, 503
114, 478
115, 395
116, 295
117, 304
118, 305
119, 310
120, 318
121, 326
122, 327
123, 332
124, 339
125, 343
126, 349
127, 353
128, 359
129, 366
130, 412
131, 376
132, 382
133, 387
134, 393
135, 562
136, 579
137, 449
138, 449
139, 475
140, 473
141, 489
142, 482
143, 469
144, 472
145, 480
146, 487
147, 665
148, 712
149, 718
150, 675
151, 679
152, 687
153, 694
154, 713
155, 715
156, 724
157, 735
158, 744
159, 754
160, 763
161, 722
162, 730
163, 740
164, 748
165, 759
166, 741
167, 776
168, 785
169, 794
170, 802
171, 783
172, 772
173, 780
174, 790
175, 799
176, 810
177, 824
178, 827
179, 834
180, 857
181, 823
182, 822
183, 834
184, 839
185, 849
186, 861
187, 873
188, 875
189, 886
190, 873
191, 863
192, 872
193, 882
194, 892
195, 901
196, 917
197, 917
198, 927
199, 935
200, 954
201, 934
202, 925
203, 934
204, 942
205, 954
206, 962
207, 991
208, 980
209, 1012
210, 1005
211, 990
212, 977
213, 988
214, 997
215, 1008
216, 1017
217, 1024
218, 1032
219, 1042
220, 1051
221, 1040
222, 1043
223, 1049
224, 1060
225, 1072
226, 1087
227, 1087
228, 1091
229, 1098
230, 1100
231, 1109
232, 1119
233, 1129
234, 1144
235, 1140
236, 1143
237, 1135
238, 1145
239, 1154
240, 1165
241, 1219
242, 1208
243, 1233
244, 1252
245, 1243
246, 1234
247, 1388
248, 1242
249, 1296
250, 1286
251, 1273
252, 1283
253, 1294
254, 1304
255, 1327
256, 1346
257, 1360
258, 1375
259, 1355
260, 1366
261, 1378
262, 1387
263, 1403
264, 1409
265, 1422
266, 1434
267, 1443
268, 1453
269, 1469
270, 1473
271, 1485
272, 1497
273, 1506
274, 1597
275, 1581
276, 1620
277, 1689
278, 1576
279, 1579
280, 1562
281, 1574
282, 1586
283, 1611
284, 1633
285, 1643
286, 1653
287, 1671
288, 1675
289, 1686
290, 1706
291, 1716
292, 1721
293, 1733
294, 1752
295, 1757
296, 1775
297, 1830
298, 1823
299, 1824
300, 1858
301, 2066
302, 1848
303, 1882
304, 1889
305, 1878
306, 1891
307, 1910
308, 1922
309, 1928
310, 1942
311, 1954
312, 1976
313, 2006
314, 1992
315, 2005
316, 2025
317, 2035
318, 2076
319, 2089
320, 2102
321, 2095
322, 2357
323, 2106
324, 2120
325, 2132
326, 2151
327, 2159
328, 2172
329, 2218
330, 2199
331, 2218
332, 2225
333, 2238
334, 2252
335, 2271
336, 2285
337, 2303
338, 2318
339, 2318
340, 2337
341, 2509
342, 2346
343, 2384
344, 2408
345, 2401
346, 2422
347, 2430
348, 2453
349, 2458
350, 2476
351, 2493
352, 2500
353, 2514
354, 2580
355, 2543
356, 2558
357, 2636
358, 2678
359, 2600
360, 2615
361, 2629
362, 2664
363, 2658
364, 2673
365, 2694
366, 2704
367, 2717
368, 2732
369, 2750
370, 2778
371, 2776
372, 2793
373, 2871
374, 2823
375, 2836
376, 2857
377, 2878
378, 2881
379, 2898
380, 2937
381, 2928
382, 2944
383, 2964
384, 2975
385, 2990
386, 3013
387, 3055
388, 3044
389, 3053
390, 3074
391, 3083
392, 3100
393, 3122
394, 3132
395, 3147
396, 3167
397, 3179
398, 3195
399, 3217
400, 3228
401, 3258
402, 3265
403, 3275
404, 3299
405, 3313
406, 3324
407, 3341
408, 3360
409, 3373
410, 3389
411, 3421
412, 3424
413, 3439
414, 3463
415, 3472
416, 3519
417, 3514
418, 3523
419, 3547
420, 3560
421, 3574
422, 3606
423, 3611
424, 3629
425, 3648
426, 3665
427, 3677
428, 3700
429, 3715
430, 3730
431, 3755
432, 3771
